Entity,Code,Date,Cumulative tests,Cumulative tests per million,Total confirmed cases (cases),Confirmed cases per million (cases per million),Total confirmed deaths (deaths),Confirmed deaths per million (deaths per million)
Ireland,IRL,27-Jan-20,,,0,0,0,0
Ireland,IRL,28-Jan-20,,,0,0,0,0
Ireland,IRL,29-Jan-20,,,0,0,0,0
Ireland,IRL,30-Jan-20,,,0,0,0,0
Ireland,IRL,31-Jan-20,,,0,0,0,0
Ireland,IRL,1-Feb-20,,,0,0,0,0
Ireland,IRL,2-Feb-20,,,0,0,0,0
Ireland,IRL,3-Feb-20,,,0,0,0,0
Ireland,IRL,4-Feb-20,,,0,0,0,0
Ireland,IRL,5-Feb-20,,,0,0,0,0
Ireland,IRL,6-Feb-20,,,0,0,0,0
Ireland,IRL,7-Feb-20,,,0,0,0,0
Ireland,IRL,8-Feb-20,,,0,0,0,0
Ireland,IRL,9-Feb-20,,,0,0,0,0
Ireland,IRL,10-Feb-20,,,0,0,0,0
Ireland,IRL,11-Feb-20,,,0,0,0,0
Ireland,IRL,12-Feb-20,,,0,0,0,0
Ireland,IRL,13-Feb-20,,,0,0,0,0
Ireland,IRL,14-Feb-20,,,0,0,0,0
Ireland,IRL,15-Feb-20,,,0,0,0,0
Ireland,IRL,16-Feb-20,,,0,0,0,0
Ireland,IRL,17-Feb-20,,,0,0,0,0
Ireland,IRL,18-Feb-20,,,0,0,0,0
Ireland,IRL,19-Feb-20,,,0,0,0,0
Ireland,IRL,20-Feb-20,,,0,0,0,0
Ireland,IRL,21-Feb-20,,,0,0,0,0
Ireland,IRL,22-Feb-20,,,0,0,0,0
Ireland,IRL,23-Feb-20,,,0,0,0,0
Ireland,IRL,24-Feb-20,,,0,0,0,0
Ireland,IRL,25-Feb-20,,,0,0,0,0
Ireland,IRL,26-Feb-20,,,0,0,0,0
Ireland,IRL,27-Feb-20,,,0,0,0,0
Ireland,IRL,28-Feb-20,,,0,0,0,0
Ireland,IRL,29-Feb-20,,,0,0,0,0
Ireland,IRL,1-Mar-20,,,1,0.202519505,0,0
Ireland,IRL,2-Mar-20,,,1,0.202519505,0,0
Ireland,IRL,4-Mar-20,,,2,0.405039009,0,0
Ireland,IRL,5-Mar-20,,,6,1.215117028,0,0
Ireland,IRL,6-Mar-20,,,13,2.63275356,0,0
Ireland,IRL,7-Mar-20,,,18,3.645351084,0,0
Ireland,IRL,8-Mar-20,,,19,3.847870588,0,0
Ireland,IRL,9-Mar-20,1784,364.9760474,21,4.252909598,0,0
Ireland,IRL,11-Mar-20,,,35,7.088182663,0,0
Ireland,IRL,12-Mar-20,,,43,8.7083387,1,0.202519505
Ireland,IRL,13-Mar-20,,,70,14.17636533,1,0.202519505
Ireland,IRL,14-Mar-20,,,91,18.42927492,1,0.202519505
Ireland,IRL,15-Mar-20,,,129,26.1250161,2,0.405039009
Ireland,IRL,16-Mar-20,,,169,34.22579629,2,0.405039009
Ireland,IRL,17-Mar-20,6636,1357.612697,223,45.16184954,2,0.405039009
Ireland,IRL,18-Mar-20,,,292,59.13569536,2,0.405039009
Ireland,IRL,19-Mar-20,,,366,74.1221387,2,0.405039009
Ireland,IRL,20-Mar-20,,,557,112.8033641,3,0.607558514
Ireland,IRL,21-Mar-20,,,683,138.3208217,3,0.607558514
Ireland,IRL,22-Mar-20,,,785,158.9778112,3,0.607558514
Ireland,IRL,23-Mar-20,17992,3680.857088,906,183.4826712,4,0.810078019
Ireland,IRL,24-Mar-20,,,1125,227.8344427,6,1.215117028
Ireland,IRL,25-Mar-20,,,1329,269.1484217,7,1.417636533
Ireland,IRL,26-Mar-20,,,1564,316.7405053,9,1.822675542
Ireland,IRL,27-Mar-20,,,1819,368.382979,19,3.847870588
Ireland,IRL,28-Mar-20,,,2121,429.5438694,22,4.455429102
Ireland,IRL,29-Mar-20,,,2415,489.0846037,36,7.290702168
Ireland,IRL,30-Mar-20,,,2615,529.5885047,46,9.315897214
Ireland,IRL,31-Mar-20,30213,6181.065763,2910,589.3317585,54,10.93605325
Ireland,IRL,1-Apr-20,,,3235,655.1505976,71,14.37888483
Ireland,IRL,2-Apr-20,,,3447,698.0847325,85,17.2141579
Ireland,IRL,3-Apr-20,,,3849,779.4975734,98,19.84691146
Ireland,IRL,4-Apr-20,,,4273,865.3658434,120,24.30234056
Ireland,IRL,5-Apr-20,,,4604,932.3997994,137,27.74517214
Ireland,IRL,6-Apr-20,,,5111,1035.077188,158,31.99808174
Ireland,IRL,7-Apr-20,42484,8691.503587,5364,1086.314623,174,35.23839381
Ireland,IRL,8-Apr-20,,,5709,1156.183852,210,42.52909598
Ireland,IRL,9-Apr-20,,,6224,1260.481397,235,47.59208359
Ireland,IRL,10-Apr-20,,,7393,1497.226698,263,53.26262972
Ireland,IRL,11-Apr-20,,,8089,1638.180273,287,58.12309784
Ireland,IRL,12-Apr-20,,,8928,1808.094138,320,64.80624149
Ireland,IRL,13-Apr-20,,,9655,1955.325817,334,67.64151455
Isle of Man,IMN,21-Mar-20,,,1,11.76027848,0,0
Isle of Man,IMN,22-Mar-20,,,2,23.52055697,0,0
Isle of Man,IMN,23-Mar-20,,,2,23.52055697,0,0
Isle of Man,IMN,24-Mar-20,,,13,152.8836203,0,0
Isle of Man,IMN,25-Mar-20,,,23,270.4864051,0,0
Isle of Man,IMN,26-Mar-20,,,23,270.4864051,0,0
Isle of Man,IMN,27-Mar-20,,,26,305.7672406,0,0
Isle of Man,IMN,28-Mar-20,,,29,341.048076,0,0
Isle of Man,IMN,29-Mar-20,,,32,376.3289115,0,0
Isle of Man,IMN,30-Mar-20,,,42,493.9316963,0,0
Isle of Man,IMN,31-Mar-20,,,42,493.9316963,0,0
Isle of Man,IMN,1-Apr-20,,,52,611.5344811,0,0
Isle of Man,IMN,2-Apr-20,,,65,764.4181014,0,0
Isle of Man,IMN,3-Apr-20,,,71,834.9797723,1,11.76027848
Isle of Man,IMN,4-Apr-20,,,114,1340.671747,1,11.76027848
Isle of Man,IMN,5-Apr-20,,,126,1481.795089,1,11.76027848
Isle of Man,IMN,6-Apr-20,,,127,1493.555367,1,11.76027848
Isle of Man,IMN,7-Apr-20,,,139,1634.678709,1,11.76027848
Isle of Man,IMN,8-Apr-20,,,150,1764.041773,1,11.76027848
Isle of Man,IMN,9-Apr-20,,,158,1858.124,1,11.76027848
Isle of Man,IMN,10-Apr-20,,,190,2234.452912,1,11.76027848
Isle of Man,IMN,11-Apr-20,,,201,2363.815975,1,11.76027848
Isle of Man,IMN,12-Apr-20,,,226,2657.822937,1,11.76027848
Isle of Man,IMN,13-Apr-20,,,228,2681.343494,2,23.52055697
Israel,ISR,31-Dec-19,,,0,0,0,0
Israel,ISR,1-Jan-20,,,0,0,0,0
Israel,ISR,2-Jan-20,,,0,0,0,0
Israel,ISR,3-Jan-20,,,0,0,0,0
Israel,ISR,4-Jan-20,,,0,0,0,0
Israel,ISR,5-Jan-20,,,0,0,0,0
Israel,ISR,6-Jan-20,,,0,0,0,0
Israel,ISR,7-Jan-20,,,0,0,0,0
Israel,ISR,8-Jan-20,,,0,0,0,0
Israel,ISR,9-Jan-20,,,0,0,0,0
Israel,ISR,10-Jan-20,,,0,0,0,0
Israel,ISR,11-Jan-20,,,0,0,0,0
Israel,ISR,12-Jan-20,,,0,0,0,0
Israel,ISR,13-Jan-20,,,0,0,0,0
Israel,ISR,14-Jan-20,,,0,0,0,0
Israel,ISR,15-Jan-20,,,0,0,0,0
Israel,ISR,16-Jan-20,,,0,0,0,0
Israel,ISR,17-Jan-20,,,0,0,0,0
Israel,ISR,18-Jan-20,,,0,0,0,0
Israel,ISR,19-Jan-20,,,0,0,0,0
Israel,ISR,20-Jan-20,,,0,0,0,0
Israel,ISR,21-Jan-20,,,0,0,0,0
Israel,ISR,22-Jan-20,,,0,0,0,0
Israel,ISR,23-Jan-20,,,0,0,0,0
Israel,ISR,24-Jan-20,,,0,0,0,0
Israel,ISR,25-Jan-20,,,0,0,0,0
Israel,ISR,26-Jan-20,3,0.344291007,0,0,0,0
Israel,ISR,27-Jan-20,4,0.459054676,0,0,0,0
Israel,ISR,28-Jan-20,4,0.459054676,0,0,0,0
Israel,ISR,29-Jan-20,7,0.803345682,0,0,0,0
Israel,ISR,30-Jan-20,11,1.262400358,0,0,0,0
Israel,ISR,31-Jan-20,11,1.262400358,0,0,0,0
Israel,ISR,1-Feb-20,11,1.262400358,0,0,0,0
Israel,ISR,2-Feb-20,17,1.950982371,0,0,0,0
Israel,ISR,3-Feb-20,23,2.639564385,0,0,0,0
Israel,ISR,4-Feb-20,29,3.328146398,0,0,0,0
Israel,ISR,5-Feb-20,29,3.328146398,0,0,0,0
Israel,ISR,6-Feb-20,29,3.328146398,0,0,0,0
Israel,ISR,7-Feb-20,29,3.328146398,0,0,0,0
Israel,ISR,8-Feb-20,29,3.328146398,0,0,0,0
Israel,ISR,9-Feb-20,68,7.803929485,0,0,0,0
Israel,ISR,10-Feb-20,97,11.13207588,0,0,0,0
Israel,ISR,11-Feb-20,172,19.73935105,0,0,0,0
Israel,ISR,12-Feb-20,210,24.10037047,0,0,0,0
Israel,ISR,13-Feb-20,247,28.34662622,0,0,0,0
Israel,ISR,14-Feb-20,275,31.56000895,0,0,0,0
Israel,ISR,15-Feb-20,277,31.78953628,0,0,0,0
Israel,ISR,16-Feb-20,305,35.00291901,0,0,0,0
Israel,ISR,17-Feb-20,348,39.93775678,0,0,0,0
Israel,ISR,18-Feb-20,393,45.10212188,0,0,0,0
Israel,ISR,19-Feb-20,429,49.23361396,0,0,0,0
Israel,ISR,20-Feb-20,457,52.44699669,0,0,0,0
Israel,ISR,21-Feb-20,472,54.16845172,0,0,0,0
Israel,ISR,22-Feb-20,485,55.66037942,1,0.115532929,0,0
Israel,ISR,23-Feb-20,560,64.26765458,1,0.115532929,0,0
Israel,ISR,24-Feb-20,618,70.92394738,2,0.231065857,0,0
Israel,ISR,25-Feb-20,722,82.85936894,2,0.231065857,0,0
Israel,ISR,26-Feb-20,845,96.97530022,2,0.231065857,0,0
Israel,ISR,27-Feb-20,979,112.3536319,2,0.231065857,0,0
Israel,ISR,28-Feb-20,1094,125.5514538,3,0.346598786,0,0
Israel,ISR,29-Feb-20,1252,143.6841135,7,0.8087305,0,0
Israel,ISR,1-Mar-20,1412,162.0463005,7,0.8087305,0,0
Israel,ISR,2-Mar-20,1585,181.9004152,10,1.155329286,0,0
Israel,ISR,3-Mar-20,1811,207.8370044,,,,
Israel,ISR,4-Mar-20,1934,221.9529356,,,,
Israel,ISR,5-Mar-20,2111,242.266105,15,1.732993928,0,0
Israel,ISR,6-Mar-20,2413,276.9247331,17,1.964059786,0,0
Israel,ISR,7-Mar-20,2800,321.3382729,19,2.195125643,0,0
Israel,ISR,8-Mar-20,3275,375.8510156,25,2.888323214,0,0
Israel,ISR,9-Mar-20,3863,443.332053,39,4.505784214,0,0
Israel,ISR,10-Mar-20,4381,502.7796334,,,,
Israel,ISR,11-Mar-20,4892,561.4238682,70,8.087304999,0,0
Israel,ISR,12-Mar-20,5614,644.2832372,82,9.473700142,0,0
Israel,ISR,13-Mar-20,6399,734.3727173,96,11.09116114,0,0
Israel,ISR,14-Mar-20,7044,808.3952837,116,13.40181971,0,0
Israel,ISR,15-Mar-20,8186,939.4553936,178,20.56486128,0,0
Israel,ISR,16-Mar-20,9464,1086.123362,250,28.88323214,0,0
Israel,ISR,17-Mar-20,11599,1331.143796,260,30.03856143,0,0
Israel,ISR,18-Mar-20,14255,1635.9561,427,49.3325605,0,0
Israel,ISR,19-Mar-20,16758,1923.209563,433,50.02575807,0,0
Israel,ISR,20-Mar-20,19401,2226.52994,677,78.21579264,0,0
Israel,ISR,21-Mar-20,21375,2453.073423,712,82.25944513,1,0.115532929
Israel,ISR,22-Mar-20,24734,2838.564587,883,102.0155759,1,0.115532929
Israel,ISR,23-Mar-20,28599,3282.126167,1071,123.7357665,1,0.115532929
Israel,ISR,24-Mar-20,33666,3863.633677,1442,166.598483,1,0.115532929
Israel,ISR,25-Mar-20,38906,4464.995302,1930,222.9785521,3,0.346598786
Israel,ISR,26-Mar-20,44461,5102.507483,2369,273.6975078,5,0.577664643
Israel,ISR,27-Mar-20,49475,5677.932519,2666,308.0107875,8,0.924263428
Israel,ISR,28-Mar-20,54436,6247.27508,3035,350.6424382,10,1.155329286
Israel,ISR,29-Mar-20,60925,6991.976528,3619,418.1136685,12,1.386395143
Israel,ISR,30-Mar-20,66606,7643.948931,4247,490.6683476,15,1.732993928
Israel,ISR,31-Mar-20,74457,8544.958495,4473,516.7787894,17,1.964059786
Israel,ISR,1-Apr-20,82670,9487.512508,4916,567.9598768,20,2.310658571
Israel,ISR,2-Apr-20,91752,10529.79615,5591,645.9446036,21,2.4261915
Israel,ISR,3-Apr-20,101655,11666.30076,6252,722.3118694,34,3.928119571
Israel,ISR,4-Apr-20,108302,12429.13487,7428,858.1785933,39,4.505784214
Israel,ISR,5-Apr-20,117581,13494.02695,8018,926.3430212,46,5.314514714
Israel,ISR,6-Apr-20,124831,14326.06355,8430,973.9425878,49,5.661113499
Israel,ISR,7-Apr-20,131423,15082.58566,8904,1028.705196,57,6.585376928
Israel,ISR,8-Apr-20,136993,15721.81929,9248,1068.448523,65,7.509640356
Israel,ISR,9-Apr-20,142514,16355.42951,9404,1086.47166,71,8.202837928
Israel,ISR,10-Apr-20,148494,17041.71625,9968,1151.632232,86,9.935831856
Israel,ISR,11-Apr-20,,,10408,1202.46672,95,10.97562821
Israel,ISR,12-Apr-20,,,10743,1241.170252,101,11.66882578
Israel,ISR,13-Apr-20,,,11145,1287.614489,103,11.89989164
Italy,ITA,31-Dec-19,,,0,0,0,0
Italy,ITA,1-Jan-20,,,0,0,0,0
Italy,ITA,2-Jan-20,,,0,0,0,0
Italy,ITA,3-Jan-20,,,0,0,0,0
Italy,ITA,4-Jan-20,,,0,0,0,0
Italy,ITA,5-Jan-20,,,0,0,0,0
Italy,ITA,6-Jan-20,,,0,0,0,0
Italy,ITA,7-Jan-20,,,0,0,0,0
Italy,ITA,8-Jan-20,,,0,0,0,0
Italy,ITA,9-Jan-20,,,0,0,0,0
Italy,ITA,10-Jan-20,,,0,0,0,0
Italy,ITA,11-Jan-20,,,0,0,0,0
Italy,ITA,12-Jan-20,,,0,0,0,0
Italy,ITA,13-Jan-20,,,0,0,0,0
Italy,ITA,14-Jan-20,,,0,0,0,0
Italy,ITA,15-Jan-20,,,0,0,0,0
Italy,ITA,16-Jan-20,,,0,0,0,0
Italy,ITA,17-Jan-20,,,0,0,0,0
Italy,ITA,18-Jan-20,,,0,0,0,0
Italy,ITA,19-Jan-20,,,0,0,0,0
Italy,ITA,20-Jan-20,,,0,0,0,0
Italy,ITA,21-Jan-20,,,0,0,0,0
Italy,ITA,22-Jan-20,,,0,0,0,0
Italy,ITA,23-Jan-20,,,0,0,0,0
Italy,ITA,24-Jan-20,,,0,0,0,0
Italy,ITA,25-Jan-20,,,0,0,0,0
Italy,ITA,26-Jan-20,,,0,0,0,0
Italy,ITA,27-Jan-20,,,0,0,0,0
Italy,ITA,28-Jan-20,,,0,0,0,0
Italy,ITA,29-Jan-20,,,0,0,0,0
Italy,ITA,30-Jan-20,,,0,0,0,0
Italy,ITA,31-Jan-20,,,3,0.049618083,0,0
Italy,ITA,1-Feb-20,,,3,0.049618083,0,0
Italy,ITA,2-Feb-20,,,3,0.049618083,0,0
Italy,ITA,3-Feb-20,,,3,0.049618083,0,0
Italy,ITA,4-Feb-20,,,3,0.049618083,0,0
Italy,ITA,5-Feb-20,,,3,0.049618083,0,0
Italy,ITA,6-Feb-20,,,3,0.049618083,0,0
Italy,ITA,7-Feb-20,,,3,0.049618083,0,0
Italy,ITA,8-Feb-20,,,3,0.049618083,0,0
Italy,ITA,9-Feb-20,,,3,0.049618083,0,0
Italy,ITA,10-Feb-20,,,3,0.049618083,0,0
Italy,ITA,11-Feb-20,,,3,0.049618083,0,0
Italy,ITA,12-Feb-20,,,3,0.049618083,0,0
Italy,ITA,13-Feb-20,,,3,0.049618083,0,0
Italy,ITA,14-Feb-20,,,3,0.049618083,0,0
Italy,ITA,15-Feb-20,,,3,0.049618083,0,0
Italy,ITA,16-Feb-20,,,3,0.049618083,0,0
Italy,ITA,17-Feb-20,,,3,0.049618083,0,0
Italy,ITA,18-Feb-20,,,3,0.049618083,0,0
Italy,ITA,19-Feb-20,,,3,0.049618083,0,0
Italy,ITA,20-Feb-20,,,3,0.049618083,0,0
Italy,ITA,21-Feb-20,,,3,0.049618083,0,0
Italy,ITA,22-Feb-20,,,17,0.281169137,0,0
Italy,ITA,23-Feb-20,,,79,1.306609519,2,0.033078722
Italy,ITA,24-Feb-20,4324,73.12444466,132,2.183195652,2,0.033078722
Italy,ITA,25-Feb-20,8623,145.8261069,229,3.787513669,6,0.099236166
Italy,ITA,26-Feb-20,9587,162.1285964,322,5.325674242,11,0.181932971
Italy,ITA,27-Feb-20,12014,203.1723123,400,6.6157444,12,0.198472332
Italy,ITA,28-Feb-20,15695,265.4227935,650,10.75058465,17,0.281169137
Italy,ITA,29-Feb-20,18661,315.5816979,888,14.68695257,21,0.347326581
Italy,ITA,1-Mar-20,21127,357.2849543,1128,18.65639921,29,0.479641469
Italy,ITA,2-Mar-20,23345,394.7942092,1689,27.93498073,35,0.578877635
Italy,ITA,3-Mar-20,25856,437.2584739,2036,33.674139,52,0.860046772
Italy,ITA,4-Mar-20,29837,504.582344,2502,41.38148122,80,1.32314888
Italy,ITA,5-Mar-20,32362,547.2833668,3089,51.09008613,107,1.769711627
Italy,ITA,6-Mar-20,36359,614.8778177,3858,63.80885474,148,2.447825428
Italy,ITA,7-Mar-20,42062,711.3229398,4636,76.6764776,197,3.258254117
Italy,ITA,8-Mar-20,49937,844.4993971,5883,97.30106076,233,3.853671113
Italy,ITA,9-Mar-20,53826,910.267428,7375,121.9777874,366,6.053406126
Italy,ITA,10-Mar-20,60761,1027.547267,9172,151.6990191,464,7.674263504
Italy,ITA,11-Mar-20,73154,1237.12896,10149,167.8579748,631,10.43633679
Italy,ITA,12-Mar-20,86011,1454.557495,12462,206.1135168,827,13.67805155
Italy,ITA,13-Mar-20,97488,1648.648442,15113,249.9593628,1016,16.80399078
Italy,ITA,14-Mar-20,109170,1846.206204,17660,292.0851153,1268,20.97190975
Italy,ITA,15-Mar-20,124899,2112.203981,21157,349.9232607,1441,23.8332192
Italy,ITA,16-Mar-20,137962,2333.116243,23980,396.6138768,1811,29.95278277
Italy,ITA,17-Mar-20,148657,2513.982556,27980,462.7713208,2158,35.69194104
Italy,ITA,18-Mar-20,165541,2799.51288,31506,521.0891077,2505,41.4310993
Italy,ITA,19-Mar-20,182777,3090.995981,35713,590.6701994,2978,49.25421706
Italy,ITA,20-Mar-20,206886,3498.710421,41035,678.6926786,3407,56.34960293
Italy,ITA,21-Mar-20,233222,3944.086317,47021,777.6972936,4032,66.68670355
Italy,ITA,22-Mar-20,258402,4369.912754,53578,886.1458836,4827,79.83549555
Italy,ITA,23-Mar-20,275468,4658.520935,59138,978.1047308,5476,90.56954083
Italy,ITA,24-Mar-20,296964,5022.046158,63927,1057.311731,6077,100.5096968
Italy,ITA,25-Mar-20,324445,5486.785488,69176,1144.126837,6820,112.798442
Italy,ITA,26-Mar-20,361060,6105.992597,74386,1230.296907,7505,124.1279043
Italy,ITA,27-Mar-20,394079,6664.386686,80539,1332.063596,8165,135.0438826
Italy,ITA,28-Mar-20,429526,7263.841401,86498,1430.621648,9136,151.1036021
Italy,ITA,29-Mar-20,454030,7678.235803,92472,1529.42779,10023,165.7740153
Italy,ITA,30-Mar-20,477359,8072.759431,97689,1615.713637,10781,178.3108509
Italy,ITA,31-Mar-20,506968,8573.486,101739,1682.698049,11591,191.7077333
Italy,ITA,1-Apr-20,541423,9156.164709,105792,1749.732079,12430,205.5842572
Italy,ITA,2-Apr-20,581232,9829.386499,110574,1828.823303,13157,217.6083727
Italy,ITA,3-Apr-20,619849,10482.45002,115242,1906.02904,13917,230.178287
Italy,ITA,4-Apr-20,657224,11114.50972,119827,1981.862011,14681,242.8143588
Italy,ITA,5-Apr-20,691461,11693.50177,124632,2061.33364,15362,254.0776637
Italy,ITA,6-Apr-20,721732,12205.42361,128948,2132.717522,15889,262.7939069
Italy,ITA,7-Apr-20,755445,12775.55414,132547,2192.242682,16525,273.3129405
Italy,ITA,8-Apr-20,807125,13649.52993,135586,2242.505801,17129,283.3027146
Italy,ITA,9-Apr-20,853369,14431.57591,139422,2305.950789,17669,292.2339695
Italy,ITA,10-Apr-20,906864,15336.2457,143626,2375.482263,18281,302.3560584
Italy,ITA,11-Apr-20,963473,16293.57726,147577,2440.829278,18851,311.7834942
Italy,ITA,12-Apr-20,,,152271,2518.465039,19470,322.0213587
Italy,ITA,13-Apr-20,,,156363,2586.144104,19901,329.1498233
Jamaica,JAM,12-Mar-20,,,2,0.675410759,0,0
Jamaica,JAM,13-Mar-20,,,6,2.026232278,0,0
Jamaica,JAM,14-Mar-20,,,8,2.701643038,0,0
Jamaica,JAM,16-Mar-20,,,10,3.377053797,0,0
Jamaica,JAM,17-Mar-20,,,10,3.377053797,0,0
Jamaica,JAM,18-Mar-20,,,13,4.390169937,0,0
Jamaica,JAM,19-Mar-20,,,15,5.065580696,0,0
Jamaica,JAM,20-Mar-20,,,16,5.403286076,0,0
Jamaica,JAM,21-Mar-20,,,19,6.416402215,0,0
Jamaica,JAM,22-Mar-20,,,19,6.416402215,0,0
Jamaica,JAM,23-Mar-20,,,19,6.416402215,0,0
Jamaica,JAM,24-Mar-20,,,19,6.416402215,0,0
Jamaica,JAM,25-Mar-20,,,21,7.091812975,1,0.33770538
Jamaica,JAM,26-Mar-20,,,25,8.442634494,1,0.33770538
Jamaica,JAM,27-Mar-20,,,26,8.780339873,1,0.33770538
Jamaica,JAM,28-Mar-20,,,26,8.780339873,1,0.33770538
Jamaica,JAM,29-Mar-20,,,32,10.80657215,1,0.33770538
Jamaica,JAM,30-Mar-20,,,34,11.48198291,1,0.33770538
Jamaica,JAM,31-Mar-20,,,38,12.83280443,1,0.33770538
Jamaica,JAM,1-Apr-20,,,38,12.83280443,1,0.33770538
Jamaica,JAM,2-Apr-20,,,44,14.85903671,3,1.013116139
Jamaica,JAM,3-Apr-20,,,47,15.87215285,3,1.013116139
Jamaica,JAM,4-Apr-20,,,53,17.89838513,3,1.013116139
Jamaica,JAM,5-Apr-20,,,55,18.57379589,3,1.013116139
Jamaica,JAM,6-Apr-20,,,58,19.58691203,3,1.013116139
Jamaica,JAM,7-Apr-20,,,59,19.92461741,3,1.013116139
Jamaica,JAM,8-Apr-20,,,63,21.27543892,3,1.013116139
Jamaica,JAM,9-Apr-20,,,63,21.27543892,4,1.350821519
Jamaica,JAM,10-Apr-20,,,63,21.27543892,4,1.350821519
Jamaica,JAM,11-Apr-20,,,65,21.95084968,4,1.350821519
Jamaica,JAM,12-Apr-20,,,69,23.3016712,4,1.350821519
Jamaica,JAM,13-Apr-20,,,72,24.31478734,4,1.350821519
Japan,JPN,31-Dec-19,,,0,0,0,0
Japan,JPN,1-Jan-20,,,0,0,0,0
Japan,JPN,2-Jan-20,,,0,0,0,0
Japan,JPN,3-Jan-20,,,0,0,0,0
Japan,JPN,4-Jan-20,,,0,0,0,0
Japan,JPN,5-Jan-20,,,0,0,0,0
Japan,JPN,6-Jan-20,,,0,0,0,0
Japan,JPN,7-Jan-20,,,0,0,0,0
Japan,JPN,8-Jan-20,,,0,0,0,0
Japan,JPN,9-Jan-20,,,0,0,0,0
Japan,JPN,10-Jan-20,,,0,0,0,0
Japan,JPN,11-Jan-20,,,0,0,0,0
Japan,JPN,12-Jan-20,,,0,0,0,0
Japan,JPN,13-Jan-20,,,0,0,0,0
Japan,JPN,14-Jan-20,,,0,0,0,0
Japan,JPN,15-Jan-20,,,1,0.00790661,0,0
Japan,JPN,16-Jan-20,,,1,0.00790661,0,0
Japan,JPN,17-Jan-20,,,1,0.00790661,0,0
Japan,JPN,18-Jan-20,,,1,0.00790661,0,0
Japan,JPN,19-Jan-20,,,1,0.00790661,0,0
Japan,JPN,20-Jan-20,,,1,0.00790661,0,0
Japan,JPN,21-Jan-20,,,1,0.00790661,0,0
Japan,JPN,22-Jan-20,,,1,0.00790661,0,0
Japan,JPN,23-Jan-20,,,1,0.00790661,0,0
Japan,JPN,24-Jan-20,,,2,0.01581322,0,0
Japan,JPN,25-Jan-20,,,2,0.01581322,0,0
Japan,JPN,26-Jan-20,,,3,0.023719829,0,0
Japan,JPN,27-Jan-20,,,3,0.023719829,0,0
Japan,JPN,28-Jan-20,,,4,0.031626439,0,0
Japan,JPN,29-Jan-20,,,7,0.055346268,0,0
Japan,JPN,30-Jan-20,,,11,0.086972708,0,0
Japan,JPN,31-Jan-20,,,14,0.110692537,0,0
Japan,JPN,1-Feb-20,,,15,0.118599147,0,0
Japan,JPN,2-Feb-20,,,19,0.150225586,0,0
Japan,JPN,3-Feb-20,,,20,0.158132196,0,0
Japan,JPN,4-Feb-20,,,20,0.158132196,0,0
Japan,JPN,5-Feb-20,,,25,0.197665245,0,0
Japan,JPN,6-Feb-20,,,25,0.197665245,0,0
Japan,JPN,7-Feb-20,,,25,0.197665245,0,0
Japan,JPN,8-Feb-20,,,25,0.197665245,0,0
Japan,JPN,9-Feb-20,,,25,0.197665245,0,0
Japan,JPN,10-Feb-20,,,25,0.197665245,0,0
Japan,JPN,11-Feb-20,,,25,0.197665245,0,0
Japan,JPN,12-Feb-20,,,25,0.197665245,0,0
Japan,JPN,13-Feb-20,,,29,0.229291684,1,0.00790661
Japan,JPN,14-Feb-20,,,30,0.237198293,1,0.00790661
Japan,JPN,15-Feb-20,,,38,0.300451172,1,0.00790661
Japan,JPN,16-Feb-20,,,52,0.411143709,1,0.00790661
Japan,JPN,17-Feb-20,,,59,0.466489977,1,0.00790661
Japan,JPN,18-Feb-20,,,59,0.466489977,1,0.00790661
Japan,JPN,19-Feb-20,,,66,0.521836246,1,0.00790661
Japan,JPN,20-Feb-20,,,84,0.664155222,1,0.00790661
Japan,JPN,21-Feb-20,,,93,0.73531471,1,0.00790661
Japan,JPN,22-Feb-20,,,105,0.830194027,1,0.00790661
Japan,JPN,23-Feb-20,,,132,1.043672491,1,0.00790661
Japan,JPN,24-Feb-20,,,144,1.138551809,1,0.00790661
Japan,JPN,25-Feb-20,,,144,1.138551809,1,0.00790661
Japan,JPN,26-Feb-20,1890,14.94122561,164,1.296684004,1,0.00790661
Japan,JPN,27-Feb-20,2058,16.26933455,186,1.470629419,3,0.023719829
Japan,JPN,28-Feb-20,2209,17.46305152,210,1.660388054,3,0.023719829
Japan,JPN,29-Feb-20,2339,18.49075486,230,1.81852025,3,0.023719829
Japan,JPN,1-Mar-20,2339,18.49075486,239,1.889679738,5,0.039533049
Japan,JPN,2-Mar-20,2517,19.89791791,254,2.008278885,6,0.047439659
Japan,JPN,3-Mar-20,2684,21.21812144,254,2.008278885,6,0.047439659
Japan,JPN,4-Mar-20,6519,51.53537023,268,2.118971422,6,0.047439659
Japan,JPN,5-Mar-20,6777,53.5749661,317,2.506395301,6,0.047439659
Japan,JPN,6-Mar-20,7476,59.10084795,349,2.759406814,6,0.047439659
Japan,JPN,7-Mar-20,8029,63.47253989,408,3.225896791,6,0.047439659
Japan,JPN,8-Mar-20,8176,64.63463521,455,3.597507451,6,0.047439659
Japan,JPN,9-Mar-20,8286,65.50423036,488,3.858425574,7,0.055346268
Japan,JPN,10-Mar-20,9600,75.89193959,514,4.063997428,9,0.071159488
Japan,JPN,11-Mar-20,10024,79.24383358,568,4.490954356,12,0.094879317
Japan,JPN,12-Mar-20,10205,80.67471286,619,4.894191455,15,0.118599147
Japan,JPN,13-Mar-20,11231,88.78566391,675,5.336961603,19,0.150225586
